Short name	Accession	TaxId	Name	Path	Assembly file	GFF file	lineage
Phcit1	Phcit1	989973	Phyllosticta citribraziliensis CBS 100098 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Phcit1	Phcit1_AssemblyScaffolds.fasta.gz	Phcit1_GeneCatalog_20161221.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetes incertae sedis,botryosphaeriales,phyllostictaceae,phyllosticta,phyllosticta citribraziliensis"
Irplac1	Irplac1	5319	Irpex lacteus CCBAS Fr. 238 617/93 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Irplac1	Irplac1_AssemblyScaffolds.fasta.gz	Irplac1_GeneCatalog_20170103.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,irpicaceae,irpex,irpex lacteus"
Cokrec1	Cokrec1	90255	Cokeromyces recurvatus NRRL 2243 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Cokrec1	Cokrec1_AssemblyScaffolds.fasta.gz	Cokrec1_GeneCatalog_20170123.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,mucorineae,mucoraceae,cokeromyces,cokeromyces recurvatus"
Pilano1	Pilano1	64641	Pilaira anomala RSA1997 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Pilano1	Pilano1_AssemblyScaffolds.fasta.gz	Pilano1_GeneCatalog_20161117.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,mucorineae,mucoraceae,pilaira,pilaira anomala"
Rhoglu1	Rhoglu1	5535	Rhodotorula glutinis v1.0	DIKARYA/BASIDIOMYCOTA/PUCCINIOMYCOTINA/Rhoglu1	Rhoglu1_AssemblyScaffolds.fasta.gz	Rhoglu1_GeneCatalog_20160519.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,pucciniomycotina,microbotryomycetes,sporidiobolales,sporidiobolaceae,rhodotorula,rhodotorula glutinis"
Rhoto_ATCC26217_1	Rhoto_ATCC26217_1	5286	Rhodosporidium toruloides ATCC26217 v1.0	DIKARYA/BASIDIOMYCOTA/PUCCINIOMYCOTINA/Rhoto_ATCC26217_1	Rhoto_ATCC26217_1_AssemblyScaffolds.fasta.gz	Rhoto_ATCC26217_1_GeneCatalog_20160520.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,pucciniomycotina,microbotryomycetes,sporidiobolales,sporidiobolaceae,rhodotorula,rhodotorula toruloides"
Rhomuc1	Rhomuc1	5537	Rhodotorula mucilaginosa ATCC58901 v1.0	DIKARYA/BASIDIOMYCOTA/PUCCINIOMYCOTINA/Rhomuc1	Rhomuc1_AssemblyScaffolds.fasta.gz	Rhomuc1_GeneCatalog_20160519.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,pucciniomycotina,microbotryomycetes,sporidiobolales,sporidiobolaceae,rhodotorula,rhodotorula mucilaginosa"
Fenlin1	Fenlin1	1329386	Fennellomyces sp. T-0311 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Fenlin1	Fenlin1_AssemblyScaffolds.fasta.gz	Fenlin1_GeneCatalog_20170109.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,lichtheimiaceae,fennellomyces,unclassified fennellomyces,fennellomyces sp. t-0311"
Cunech1	Cunech1	76405	Cunninghamella echinulata NRRL 1382 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Cunech1	Cunech1_AssemblyScaffolds.fasta.gz	Cunech1_GeneCatalog_20170119.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,cunninghamellaceae,cunninghamella,cunninghamella echinulata"
Exoalc1_J33	Exoalc1_J33	91920	Exophiala alcalophila J33 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Exoalc1_J33	Exoalc1_J33_AssemblyScaffolds.fasta.gz	Exoalc1_J33_GeneCatalog_20160520.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,chaetothyriomycetidae,chaetothyriales,herpotrichiellaceae,exophiala,exophiala alcalophila"
RhodotJ31_1	RhodotJ31_1	1907212	Rhodotorula mucilaginosa J31 v1.0	DIKARYA/BASIDIOMYCOTA/PUCCINIOMYCOTINA/RhodotJ31_1	RhodotJ31_1_AssemblyScaffolds.fasta.gz	RhodotJ31_1_GeneCatalog_20160519.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,pucciniomycotina,microbotryomycetes,sporidiobolales,sporidiobolaceae,rhodotorula,unclassified rhodotorula,rhodotorula sp. j31"
Cirumb1	Cirumb1	101103	Circinella umbellata NRRL1351 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Cirumb1	Cirumb1_AssemblyScaffolds.fasta.gz	Cirumb1_GeneCatalog_20170119.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,lichtheimiaceae,circinella,circinella umbellata"
Exoalc1	Exoalc1	91920	Exophiala alcalophila ATCC 48519 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Exoalc1	Exoalc1_AssemblyScaffolds.fasta.gz	Exoalc1_GeneCatalog_20160519.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,chaetothyriomycetidae,chaetothyriales,herpotrichiellaceae,exophiala,exophiala alcalophila"
Chylag1	Chylag1	64509	Chytridium lagenaria Arg66 v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/CHYTRIDIOMYCETES/Chylag1	Chylag1_AssemblyScaffolds.fasta.gz	Chylag1_GeneCatalog_20170110.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,chytridiomycetes,chytridiales,chytridiaceae,chytridium,chytridium lagenaria"
Cytmel1	Cytmel1	1883072	Cytidiella melzeri FP 102339 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Cytmel1	Cytmel1_AssemblyScaffolds.fasta.gz	Cytmel1_GeneCatalog_20170103.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,irpicaceae,cytidiella,cytidiella melzeri"
Bissp1	Bissp1	1954211	Bisporella sp. PMI857 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/LEOTIOMYCETES/Bissp1	Bissp1_AssemblyScaffolds.fasta.gz	Bissp1_GeneCatalog_20161122.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,leotiomycetes,helotiales,helotiaceae,bisporella,unclassified bisporella,bisporella sp. pmi_857"
Phcitr1	Phcitr1	1130410	Phyllosticta citrichinaensis CBS 130529 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Phcitr1	Phcitr1_AssemblyScaffolds.fasta.gz	Phcitr1_GeneCatalog_20170113.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetes incertae sedis,botryosphaeriales,phyllostictaceae,phyllosticta,phyllosticta citrichinaensis"
Pyccin1	Pyccin1	5643	Pycnoporus cinnabarinus CIRM-BRFM 50 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Pyccin1	Pyccin1_AssemblyScaffolds.fasta.gz	Pyccin1_GeneCatalog_20170112.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,polyporaceae,trametes,trametes cinnabarina"
Panpap1	Panpap1	330517	Panaeolus papilionaceus CIRM-BRFM 715 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Panpap1	Panpap1_AssemblyScaffolds.fasta.gz	Panpap1_GeneCatalog_20170130.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,bolbitiaceae,panaeolus,panaeolus papilionaceus"
Vuicom1	Vuicom1	47058	Vuilleminia comedens VcCUCC2015_SSI6 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Vuicom1	Vuicom1_AssemblyScaffolds.fasta.gz	Vuicom1_GeneCatalog_20170111.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,corticiales,vuilleminiaceae,vuilleminia,vuilleminia comedens"
Clabul1	Clabul1	2587404	Cladorrhinum bulbillosum DJ3 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Clabul1	Clabul1_AssemblyScaffolds.fasta.gz	Clabul1_GeneCatalog_20160908.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,sordariales,podosporaceae,podospora,podospora bulbillosa"
Muloch1	Muloch1	376703	Multifurca ochricompacta BPL690 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Muloch1	Muloch1_AssemblyScaffolds.fasta.gz	Muloch1_primary_alleles_20170119.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,multifurca,multifurca ochricompacta"
Ruscom1	Ruscom1	40490	Russula compacta BPL669 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Ruscom1	Ruscom1_AssemblyScaffolds.fasta.gz	Ruscom1_GeneCatalog_20170112.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,russula,russula compacta"
Tercla1	Tercla1	139407	Terfezia claveryi T7 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Tercla1	Tercla1_AssemblyScaffolds.fasta.gz	Tercla1_GeneCatalog_20170113.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,pezizaceae,terfezia,terfezia claveryi"
Lacsub1	Lacsub1	1837270	Lactifluus cf. subvellereus BPL653 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Lacsub1	Lacsub1_AssemblyScaffolds.fasta.gz	Lacsub1_GeneCatalog_20170114.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,lactifluus,lactifluus subvellereus"
Mycrub1	Mycrub1	230804	Mycena capillaripes Frankland 9286 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Mycrub1	Mycrub1_AssemblyScaffolds.fasta.gz	Mycrub1_GeneCatalog_20170201.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,mycenaceae,mycena,mycena capillaripes"
Lobpul1	Lobpul1	86794	Lobaria pulmonaria Scotland reference genome v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/LECANOROMYCETES/Lobpul1	Lobpul1_AssemblyScaffolds.fasta.gz	Lobpul1_GeneCatalog_20170213.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,lecanoromycetes,osleum clade,lecanoromycetidae,peltigerales,peltigerineae,lobariaceae,lobaria,lobaria pulmonaria"
LecAK0013_1	LecAK0013_1	1884255	Lecythophora sp. AK0013 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/LecAK0013_1	LecAK0013_1_AssemblyScaffolds.fasta.gz	LecAK0013_1_GeneCatalog_20170213.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,coniochaetales,coniochaetaceae,coniochaeta,unclassified coniochaeta,coniochaeta sp. ak0013"
Yarlip1	Yarlip1	4952	Yarrowia lipolytica FKP355 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Yarlip1	Yarlip1_AssemblyScaffolds.fasta.gz	Yarlip1_GeneCatalog_20160930.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,dipodascaceae,yarrowia,yarrowia lipolytica"
Phycap1	Phycap1	121624	Phyllosticta capitalensis CBS 128856 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Phycap1	Phycap1_AssemblyScaffolds.fasta.gz	Phycap1_GeneCatalog_20170217.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetes incertae sedis,botryosphaeriales,phyllostictaceae,phyllosticta,phyllosticta capitalensis"
Usthor1	Usthor1	1128400	Ustilago hordei Uh4857_4	DIKARYA/BASIDIOMYCOTA/USTILAGINOMYCOTINA/Usthor1	Usthor1_AssemblyScaffolds.fasta.gz	Usthor1_GeneCatalog_20170410.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,ustilaginomycotina,ustilaginomycetes,ustilaginales,ustilaginaceae,ustilago,ustilago hordei,ustilago hordei uh4857-4"
Rhives1	Rhives1	180088	Rhizopogon vesiculosus Smith	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Rhives1	Rhives1_AssemblyScaffolds.fasta.gz	Rhives1_GeneCatalog_20170403.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,suillineae,rhizopogonaceae,rhizopogon,rhizopogon vesiculosus"
Ophnu1	Ophnu1	1224258	Ophiostoma novo-ulmi subsp. novo-ulmi H327	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Ophnu1	Ophnu1_AssemblyScaffolds.fasta.gz	Ophnu1_GeneCatalog_20170425.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,ophiostomatales,ophiostomataceae,ophiostoma,ophiostoma novo-ulmi,ophiostoma novo-ulmi subsp. novo-ulmi,ophiostoma novo-ulmi subsp. novo-ulmi h327"
Alikh1	Alikh1	112102	Aliquandostipite khaoyaiensis CBS 118232 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Alikh1	Alikh1_AssemblyScaffolds.fasta.gz	Alikh1_GeneCatalog_20170216.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,jahnulales,aliquandostipitaceae,aliquandostipite,aliquandostipite khaoyaiensis"
Rigmic1	Rigmic1	219653	Rigidoporus microporus ED310 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Rigmic1	Rigmic1_AssemblyScaffolds.fasta.gz	Rigmic1_GeneCatalog_20170307.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,meripilaceae,rigidoporus,rigidoporus microporus"
Mychae1	Mychae1	230807	Mycena haematopus CBHHK189 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Mychae1	Mychae1_AssemblyScaffolds.fasta.gz	Mychae1_GeneCatalog_20170323.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,mycenaceae,mycena,mycena haematopus"
Pilumb1	Pilumb1	101123	Pilobolus umbonatus NRRL 6349 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Pilumb1	Pilumb1_AssemblyScaffolds.fasta.gz	Pilumb1_GeneCatalog_20170307.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,mucorineae,pilobolaceae,pilobolus,pilobolus umbonatus"
Didsa1	Didsa1	372059	Didymocrea sadasivanii CBS 438.65 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Didsa1	Didsa1_AssemblyScaffolds.fasta.gz	Didsa1_GeneCatalog_20170324.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetes incertae sedis,zopfiaceae,didymocrea,didymocrea sadasivanii"
Coespi1	Coespi1	417178	Coemansia spiralis RSA 1278 v1.0	no_rank/ZOOPAGOMYCOTA/KICKXELLOMYCOTINA/Coespi1	Coespi1_AssemblyScaffolds.fasta.gz	Coespi1_GeneCatalog_20170411.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,zoopagomycota,kickxellomycotina,kickxellomycetes,kickxellales,kickxellaceae,coemansia,coemansia spiralis"
Kicala1	Kicala1	61397	Kickxella alabastrina RSA 675 v1.0	no_rank/ZOOPAGOMYCOTA/KICKXELLOMYCOTINA/Kicala1	Kicala1_AssemblyScaffolds.fasta.gz	Kicala1_GeneCatalog_20170410.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,zoopagomycota,kickxellomycotina,kickxellomycetes,kickxellales,kickxellaceae,kickxella,kickxella alabastrina"
Colna1	Colna1	681940	Colletotrichum navitas CBS125086 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Colna1	Colna1_AssemblyScaffolds.fasta.gz	Colna1_GeneCatalog_20170406.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,glomerellales,glomerellaceae,colletotrichum,colletotrichum graminicola species complex,colletotrichum navitas"
Sclsan1	Sclsan1	1410009	Sclerophora sanguinea CBS100924 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/no_rank/Sclsan1	Sclsan1_AssemblyScaffolds.fasta.gz	Sclsan1_GeneCatalog_20170329.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,coniocybomycetes,coniocybales,coniocybaceae,sclerophora,sclerophora sanguinea"
Phycitr1	Phycitr1	55181	Phyllosticta citricarpa CBS 127454 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Phycitr1	Phycitr1_AssemblyScaffolds.fasta.gz	Phycitr1_GeneCatalog_20170406.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetes incertae sedis,botryosphaeriales,phyllostictaceae,phyllosticta,phyllosticta citricarpa"
Aspuda1	Aspuda1	91492	Aspergillus udagawae IFM 46973	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspuda1	Aspuda1_AssemblyScaffolds.fasta.gz	Aspuda1_GeneCatalog_20160920.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus udagawae"
Aspcal1	Aspcal1	454130	Aspergillus calidoustus	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspcal1	Aspcal1_AssemblyScaffolds.fasta.gz	Aspcal1_GeneCatalog_20160920.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus subgen. nidulantes,aspergillus calidoustus"
Aspnom13137_1	Aspnom13137_1	1509407	Aspergillus nomius NRRL 13137	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspnom13137_1	Aspnom13137_1_AssemblyScaffolds.fasta.gz	Aspnom13137_1_GeneCatalog_20160919.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus nomiae,aspergillus nomiae nrrl 13137"
Greab1	Greab1	127520	Gremmeniella abietina DAOM 170408 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/LEOTIOMYCETES/Greab1	Greab1_AssemblyScaffolds.fasta.gz	Greab1_GeneCatalog_20170403.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,leotiomycetes,helotiales,godroniaceae,gremmeniella,gremmeniella abietina"
Colac2	Colac2	27357	Colletotrichum acutatum CBS 112980 v2.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Colac2	Colac2_AssemblyScaffolds.fasta.gz	Colac2_GeneCatalog_20170414.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,glomerellales,glomerellaceae,colletotrichum,colletotrichum acutatum species complex,colletotrichum acutatum"
Rusvin1	Rusvin1	517384	Russula vinacea BPL710 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Rusvin1	Rusvin1_AssemblyScaffolds.fasta.gz	Rusvin1_GeneCatalog_20170417.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,russula,russula vinacea"
Mycros1	Mycros1	1033263	Mycena rosella CBHHK067 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Mycros1	Mycros1_AssemblyScaffolds.fasta.gz	Mycros1_GeneCatalog_20170424.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,mycenaceae,mycena,mycena rosella"
PnitS609_1	PnitS609_1	269771	Phycomyces nitens S609 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/PnitS609_1	PnitS609_1_AssemblyScaffolds.fasta.gz	PnitS609_1_GeneCatalog_20170410.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,phycomycetaceae,phycomyces,phycomyces nitens"
PnitS607_1	PnitS607_1	269771	Phycomyces nitens S607 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/PnitS607_1	PnitS607_1_AssemblyScaffolds.fasta.gz	PnitS607_1_GeneCatalog_20170410.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,phycomycetaceae,phycomyces,phycomyces nitens"
PnitS608_1	PnitS608_1	269771	Phycomyces nitens S608 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/PnitS608_1	PnitS608_1_AssemblyScaffolds.fasta.gz	PnitS608_1_GeneCatalog_20170410.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,phycomycetaceae,phycomyces,phycomyces nitens"
Rhoto_IFO0880_4	Rhoto_IFO0880_4	5286	Rhodosporidium toruloides IFO0880 v4.0	DIKARYA/BASIDIOMYCOTA/PUCCINIOMYCOTINA/Rhoto_IFO0880_4	Rhoto_IFO0880_4_AssemblyScaffolds.fasta.gz	Rhoto_IFO0880_4_GeneCatalog_20170509.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,pucciniomycotina,microbotryomycetes,sporidiobolales,sporidiobolaceae,rhodotorula,rhodotorula toruloides"
Dicele1	Dicele1	101130	Dichotomocladium elegans RSA 919- v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Dicele1	Dicele1_AssemblyScaffolds.fasta.gz	Dicele1_GeneCatalog_20170425.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,lichtheimiaceae,dichotomocladium,dichotomocladium elegans"
Thacu1	Thacu1	107832	Thanatephorus cucumeris MPI-SDFR-AT-0096 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Thacu1	Thacu1_AssemblyScaffolds.fasta.gz	Thacu1_GeneCatalog_20170424.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,cantharellales,ceratobasidiaceae,thanatephorus,thanatephorus cucumeris"
Phycpc1	Phycpc1	1882840	Phyllosticta sp. CPC 27913 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Phycpc1	Phycpc1_AssemblyScaffolds.fasta.gz	Phycpc1_GeneCatalog_20170406.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetes incertae sedis,botryosphaeriales,phyllostictaceae,phyllosticta,unclassified phyllosticta,phyllosticta sp. cpc 27913"
