##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)"
712,"Aspergillus niger (lacticoffeatus) CBS 101883 v1.0",Asplac1,1450533,35855892,13083,Y,Y,N,,"Vesth TC et al.,2018","30349117"
713,"Talaromyces proteolyticus PMI_201 v1.0",Talpro1,1131652,37611490,13587,Y,N,N,,,
714,"Cryptodiaporthe populea CFL2025 v1.0",Crypo1,940279,56940664,13681,Y,N,N,,,
715,"Biscogniauxia nummularia v1.0",Bisnum1,97378,41161898,11671,Y,N,N,,,
716,"Mariannaea sp. PMI_226 v1.0",MarPMI226,1896173,42252145,12638,Y,N,N,,,
717,"Ilyonectria robusta PMI_751 v1.0",Ilyrob1,1079257,59648482,20499,Y,N,N,,,
718,"Penicillium subrubescens FBCC1632 / CBS132785",Pensub1,1316194,39803164,14188,Y,Y,N,,"Peng M et al.,2017","28216099"
719,"Endocarpon pusillum Z07020",EndpusZ1,1263415,37130611,9238,Y,Y,N,,"Wang YY et al.,2014","24438332"
720,"Entophlyctis helioformis JEL805 v1.0",Enthel1,281842,30915201,10118,Y,N,N,,,
721,"Radiomyces spectabilis NRRL 2753 v1.0",Radspe1,64574,30409402,10905,Y,N,N,,,
722,"Spinellus fusiger NRRL 22323 v1.0",Spifus1,101115,38198483,10164,Y,N,N,,,
723,"Clitocybe gibba IJFM A808 v1.0",Cligib1,378275,65973163,19049,Y,Y,N,,"Ruiz-Dueñas FJ et al.,2020","33211093"
724,"Coniella lustricola B22-T-1 v1.0",Pilidi1,2025994,36564510,11317,Y,N,N,,,
725,"Gilbertella persicaria var. persicaria CBS 190.32-T v1.0",Gilper1,101096,25732466,10992,Y,N,N,,,
726,"Climacocystis borealis CliBor001 v1.0",Clibor1,239101,51880721,13422,Y,N,N,,,
727,"Syncephalis fuscata S228 v1.0",Synfus1,1851187,29358178,8846,Y,N,N,,,
728,"Trichophaea hybrida UTF0779 v1.0",Trihyb1,47213,144183925,13308,Y,Y,N,,"Miyauchi S et al.,2020","33046698"
729,"Colletotrichum cereale CBS 129662 v1.0",Colce1,343994,52150039,16412,Y,N,N,,,
730,"Colletotrichum higginsianum IMI 349063",Colhig2,759273,50716103,14651,Y,Y,N,,"Zampounis A et al.,2016~O'Connell RJ et al.,2012","27540062 22885923"
731,"Phyllosticta citribraziliensis CBS 100098 v1.0",Phcit1,989973,31670975,11101,Y,Y,N,,"Guarnaccia V et al.,2019","31512371"
732,"Irpex lacteus CCBAS Fr. 238 617/93 v1.0",Irplac1,5319,47742868,15319,Y,Y,N,,"Hage H et al.,2021","33538380"
733,"Cokeromyces recurvatus NRRL 2243 v1.0",Cokrec1,90255,28120762,10916,Y,N,N,,,
734,"Pilaira anomala RSA1997 v1.0",Pilano1,64641,34898111,12817,Y,N,N,,,
735,"Rhodotorula glutinis v1.0",Rhoglu1,5535,20088400,8277,Y,N,N,,,
736,"Rhodosporidium toruloides ATCC26217 v1.0",Rhoto_ATCC26217_1,5286,20209575,8226,Y,N,N,,,
737,"Rhodotorula mucilaginosa ATCC58901 v1.0",Rhomuc1,5537,19873570,7810,Y,N,N,,,
738,"Fennellomyces sp. T-0311 v1.0",Fenlin1,1329386,45897337,14128,Y,N,N,,,
739,"Cunninghamella echinulata NRRL 1382 v1.0",Cunech1,76405,29002410,10443,Y,N,N,,,
740,"Exophiala alcalophila J33 v1.0",Exoalc1_J33,91920,29703595,12081,Y,N,N,,,
741,"Rhodotorula mucilaginosa J31 v1.0",RhodotJ31_1,1907212,20111900,7934,Y,N,N,,,
742,"Circinella umbellata NRRL1351 v1.0",Cirumb1,101103,51270100,14693,Y,N,N,,,
743,"Exophiala alcalophila ATCC 48519 v1.0",Exoalc1,91920,29813316,12077,Y,N,N,,,
744,"Chytridium lagenaria Arg66 v1.0",Chylag1,64509,42380874,14275,Y,N,N,,,
745,"Cytidiella melzeri FP 102339 v1.0",Cytmel1,1883072,50894641,13046,Y,Y,N,,"Hage H et al.,2021","33538380"
746,"Bisporella sp. PMI857 v1.0",Bissp1,1954211,56472170,17945,Y,N,N,,,
747,"Phyllosticta citrichinaensis CBS 130529 v1.0",Phcitr1,1130410,29162704,11092,Y,Y,N,,"Guarnaccia V et al.,2019","31512371"
748,"Pycnoporus cinnabarinus CIRM-BRFM 50 v1.0",Pyccin1,5643,35142616,12533,Y,N,N,,,
749,"Panaeolus papilionaceus CIRM-BRFM 715 v1.0",Panpap1,330517,50889730,17466,Y,Y,N,,"Ruiz-Dueñas FJ et al.,2020","33211093"
750,"Vuilleminia comedens VcCUCC2015_SSI6 v1.0",Vuicom1,47058,59292727,21775,Y,N,N,,,
751,"Cladorrhinum bulbillosum DJ3 v1.0",Clabul1,2587404,39735607,12786,Y,N,N,,,
752,"Multifurca ochricompacta BPL690 v1.0",Muloch1,376703,54697930,10514,Y,Y,N,,"Looney B et al.,2021","34861049"
753,"Russula compacta BPL669 v1.0",Ruscom1,40490,45678814,10834,Y,Y,N,,"Looney B et al.,2021","34861049"
754,"Terfezia claveryi T7 v1.0",Tercla1,139407,74471381,12765,Y,Y,N,,"Miyauchi S et al.,2020~Marqués-Gálvez JE et al.,2021","33046698 33118170"
755,"Lactifluus cf. subvellereus BPL653 v1.0",Lacsub1,1837270,44824221,12802,Y,Y,N,,"Looney B et al.,2021","34861049"
756,"Mycena capillaripes Frankland 9286 v1.0",Mycrub1,230804,119906144,37256,Y,N,N,,,
757,"Lobaria pulmonaria Scotland reference genome v1.0",Lobpul1,86794,56119610,15607,Y,N,N,,,
758,"Lecythophora sp. AK0013 v1.0",LecAK0013_1,1884255,45654947,12290,Y,N,N,,,
759,"Yarrowia lipolytica FKP355 v1.0",Yarlip1,4952,20076540,6858,Y,Y,N,,"Pomraning KR et al.,2018","30518677"
760,"Phyllosticta capitalensis CBS 128856 v1.0",Phycap1,121624,32461131,12063,Y,Y,N,,"Guarnaccia V et al.,2019","31512371"
761,"Ustilago hordei Uh4857_4",Usthor1,1128400,21150702,7110,Y,Y,N,,"Laurie JD et al.,2012","22623492"
762,"Rhizopogon vesiculosus Smith",Rhives1,180088,43809644,14218,Y,Y,N,,"Mujic AB et al.,2017","28450370"
763,"Ophiostoma novo-ulmi subsp. novo-ulmi H327",Ophnu1,1224258,31784886,8640,Y,Y,N,,"Forgetta V et al.,2013~Comeau AM et al.,2014","23542132 25539722"
764,"Aliquandostipite khaoyaiensis CBS 118232 v1.0",Alikh1,112102,119520317,11678,Y,N,N,,,
765,"Rigidoporus microporus ED310 v1.0",Rigmic1,219653,42090139,10917,Y,Y,N,,"Oghenekaro AO et al.,2020","32251355"
766,"Mycena haematopus CBHHK189 v1.0",Mychae1,230807,62806267,20804,Y,N,N,,,
767,"Pilobolus umbonatus NRRL 6349 v1.0",Pilumb1,101123,34772712,10983,Y,N,N,,,
768,"Didymocrea sadasivanii CBS 438.65 v1.0",Didsa1,372059,45143804,13361,Y,N,N,,,
769,"Coemansia spiralis RSA 1278 v1.0",Coespi1,417178,18931979,7247,Y,N,N,,,
770,"Kickxella alabastrina RSA 675 v1.0",Kicala1,61397,22263034,7475,Y,N,N,,,
771,"Colletotrichum navitas CBS125086 v1.0",Colna1,681940,52436969,14682,Y,N,N,,,
772,"Sclerophora sanguinea CBS100924 v1.0",Sclsan1,1410009,18019643,7223,Y,N,N,,,
773,"Phyllosticta citricarpa CBS 127454 v1.0",Phycitr1,55181,28952665,11088,Y,Y,N,,"Guarnaccia V et al.,2019","31512371"
774,"Aspergillus udagawae IFM 46973",Aspuda1,91492,32185562,9999,Y,Y,N,,"Kusuya Y et al.,2015","26251487"
775,"Aspergillus calidoustus",Aspcal1,454130,41102685,15139,Y,Y,N,,"Horn F et al.,2016","26966204"
776,"Aspergillus nomius NRRL 13137",Aspnom13137_1,1509407,36138823,11914,Y,Y,N,,"Moore GG et al.,2015","26216546"
777,"Gremmeniella abietina DAOM 170408 v1.0",Greab1,127520,38809823,11131,Y,N,N,,,
778,"Colletotrichum acutatum CBS 112980 v2.0",Colac2,27357,49057477,15036,Y,N,N,,,
779,"Russula vinacea BPL710 v1.0",Rusvin1,517384,43280073,12673,Y,Y,N,,"Looney B et al.,2021","34861049"
780,"Mycena rosella CBHHK067 v1.0",Mycros1,1033263,129492142,34060,Y,N,N,,,
781,"Phycomyces nitens S609 v1.0",PnitS609_1,269771,36991456,11877,Y,N,N,,,
782,"Phycomyces nitens S607 v1.0",PnitS607_1,269771,35560626,11669,Y,N,N,,,
783,"Phycomyces nitens S608 v1.0",PnitS608_1,269771,37678874,11985,Y,N,N,,,
784,"Rhodosporidium toruloides IFO0880 v4.0",Rhoto_IFO0880_4,5286,20683845,8490,Y,Y,N,,"Coradetti ST et al.,2018","29521624"
785,"Dichotomocladium elegans RSA 919- v1.0",Dicele1,101130,39778020,12396,Y,N,N,,,
786,"Thanatephorus cucumeris MPI-SDFR-AT-0096 v1.0",Thacu1,107832,45795111,12955,Y,Y,N,,"Mesny F et al.,2021","34893598"
787,"Phyllosticta sp. CPC 27913 v1.0",Phycpc1,1882840,32267666,11259,Y,Y,N,,"Guarnaccia V et al.,2019","31512371"
788,"Microdochium trichocladiopsis MPI-CAGE-CH-0230 v1.0",Mictri1,1682393,49282715,16025,Y,Y,N,,"Mesny F et al.,2021","34893598"
789,"Phyllosticta paracitricarpa CBS 141357 v1.0",Phy27169,1907483,29529839,11081,Y,Y,N,,"Guarnaccia V et al.,2019","31512371"
790,"Phellinus ferrugineofuscus SpK3Phefer14 v1.0",Phefer1,167367,36888899,11139,Y,N,N,,,
791,"Antrodia serialis Sig1Antser10 v1.0",Antser1,139415,66694225,17406,Y,Y,N,,"Hage H et al.,2021","33538380"
792,"Vuilleminia comedens VcCUCC2015_SSI3 v1.0",Vuico1,47058,61630272,22331,Y,N,N,,,
793,"Myceliophthora heterothallica CBS 202.75 v1.0",Mychet1,1149848,35441645,9222,Y,N,N,,,
794,"Aspergillus cristatus GZAAS20.1005",Aspcri1,573508,28454192,10344,Y,Y,N,,"Ge Y et al.,2016","27267057"
795,"Penicillium digitatum Pd1",Pendig1,1170230,24884312,8946,Y,Y,N,,"Marcet-Houben M et al.,2012","23171342"
796,"Neolecta irregularis DAH-1 v1.0",Neoirr1,48691,14591686,6674,Y,Y,N,,"Nguyen TA et al.,2017","28176784"
797,"Hortaea werneckii EXF-2000 M0 v1.0",Horwer1,91943,49942992,15748,Y,Y,N,,"Lenassi M et al.,N/D","23977017"
798,"Mortierella sp. GBAus27b v1.0",MorGBAus27b_1,1954212,44971843,13953,Y,N,N,,,
799,"Stachybotrys elegans MPI-CAGE-CH-0235 v1.0",Stael1,80388,43467584,14925,Y,Y,N,,"Mesny F et al.,2021","34893598"
800,"Aspergillus bombycis NRRL 26010",Aspbom1,109264,37474605,12265,Y,Y,N,,"Moore GG et al.,2016","27664179"
801,"Fonsecaea nubica CBS 269.64",Fonnu1,856822,33787447,11681,Y,Y,N,,"Costa FF et al.,2016","27491988"
802,"Fonsecaea monophora CBS 269.37",Fonmo1,254056,35229797,11984,Y,Y,N,,"Bombassaro A et al.,2016","27469960"
803,"Colletotrichum tofieldiae 0861",Colto1,708197,52836184,12501,Y,Y,N,,"Hacquard S et al.,2016","27150427"
804,"Byssochlamys spectabilis No. 5",Byssp1,1356009,29762401,8877,Y,Y,N,,"Oka T et al.,2014","24407650"
805,"Penicillium griseofulvum PG3",Pengri1,5078,29140916,9630,Y,Y,N,,"Banani H et al.,2016","26729047"
806,"Zymoseptoria brevis Zb18110",Zymbr1,1047168,31914300,10566,Y,Y,N,,"Grandaubert J et al.,2015","25917918"
807,"Neonectria ditissima R09/05",Neodi1,78410,45719213,12685,Y,Y,N,,"Gómez-Cortecero A et al.,2015","26586869"
808,"Stemphylium lycopersici CIDEFI-216",Stely1,183478,35173254,8997,Y,Y,N,,"Franco ME et al.,2015","26404600"
809,"Penicillium polonicum IBT 4502",Penpol1,60169,32376562,10694,Y,Y,N,,"Nielsen JC et al.,2017","28368369"
810,"Trichosporon asahii var. asahii CBS 2479",Trias2479,1186058,24271268,8300,Y,Y,N,,"Yang R et al.,2003","14641628"
811,"Trichosporon asahii var. asahii CBS 8904",Trias8904,1220162,25267041,8507,Y,Y,N,,"Yang RY et al.,2012","23193141"
812,"Suillus luteus UH-Slu-Lm8-n1 v3.0",Suilu4,5384,44486502,16588,Y,Y,N,,"Kohler A et al.,2015","25706625"
813,"Penicillium vulpinum IBT 29486",Penvul1,29845,31032801,10278,Y,Y,N,,"Nielsen JC et al.,2017","28368369"
814,"Penicillium coprophilum IBT 31321",Pencop1,36646,28360408,8999,Y,Y,N,,"Nielsen JC et al.,2017","28368369"
815,"Penicillium nalgiovense FM193",Pennal1,1439352,32980092,11853,Y,Y,N,,"Nielsen JC et al.,2017","28368369"
816,"Moesziomyces aphidis DSM 70725",Moeaph1,1391700,17921702,6011,Y,Y,N,,"Lorenz S et al.,2014","24526638"
817,"Penicillium decumbens IBT 11843",Pendec1,69771,23940802,7149,Y,Y,N,,"Nielsen JC et al.,2017","28368369"
818,"Penicillium solitum IBT 29525",Pensol1,60172,33184895,11889,Y,Y,N,,"Nielsen JC et al.,2017","28368369"
819,"Ustilaginoidea virens",Ustvir1,1159556,33567624,6451,Y,Y,N,,"Kumagai T et al.,2016","27151791"
820,"Tilletiopsis sp. TKC30 v1.0",Tillet1,1954214,27941152,9728,Y,N,N,,,
821,"Sporodiniella umbellata MES 1446 v1.0",Spoumb1,101117,26235891,10781,Y,N,N,,,
822,"Mortierella humilis PMI_1414 v1.0",Morhum1,64523,36204870,12012,Y,N,N,,,
823,"Mycena sp. CBHHK59/15 v1.0",Myc59_1,1940295,177780440,38334,Y,N,N,,,
824,"Phaeoacremonium sp. FL0889 v1.0",PhaeoFL0889_1,1884258,48117814,17000,Y,N,N,,,
825,"Fusarium redolens MPI-CAGE-AT-0023 v1.0",Fusre1,48865,52563400,17051,Y,Y,N,,"Mesny F et al.,2021","34893598"
826,"Pyrenochaeta lycopersici MPI-SDFR-AT-0127 v1.0",Pyrly1,285811,40265766,14311,Y,Y,N,,"Mesny F et al.,2021","34893598"
827,"Truncatella angustata MPI-SDFR-AT-0073 v1.0",Truan1,152316,47102642,14777,Y,Y,N,,"Mesny F et al.,2021","34893598"
828,"Zancudomyces culisetae COL-18-3",Zancul2,1213189,28637897,8067,Y,Y,N,,"Wang Y et al.,2016","27343289"
829,"Smittium mucronatum ALG-7-W6",Smimuc2,133383,102350667,8247,Y,Y,N,,"Wang Y et al.,2016","27343289"
830,"Smittium culicis GSMNP",SmicuMNP_2,133412,77124806,12166,Y,Y,N,,"Wang Y et al.,2016","27343289"
831,"Smittium culicis ID-206-W2",SmiculW2_1,133412,71049901,11260,Y,Y,N,,"Wang Y et al.,2016","27343289"
832,"Armillaria ostoyae C18/9",Armosto1,47428,60106801,22705,Y,Y,N,,"Sipos G et al.,2017","29085064"
833,"Armillaria cepistipes B5",Armcep1,47426,75828441,23460,Y,Y,N,,"Sipos G et al.,2017","29085064"
834,"Thermomyces lanuginosus SSBP",Thelan1,5541,19155516,6241,Y,Y,N,,"McHunu NP et al.,2013","23788551"
835,"Saksenaea vasiformis B4078",Sakvas1,90258,42502389,9387,Y,Y,N,,"Chibucos MC et al.,2016","27447865"
836,"Penicillium flavigenum IBT 14082",Penfla1,254877,32903267,10994,Y,Y,N,,"Nielsen JC et al.,2017","28368369"
837,"Nakaseomyces bacillisporus CBS 7720",Nakbac1,51660,10993726,5086,Y,Y,N,,"Gabaldón T et al.,2013","24034898"
838,"Nakaseomyces delphensis CBS 2170",Nakdel1,51657,10932331,5103,Y,Y,N,,"Gabaldón T et al.,2013","24034898"
839,"Cladosporium sphaerospermum UM 843",Clasph1,92950,26690478,8807,Y,Y,N,,"Ng KP et al.,2012","22544899"
840,"Tolypocladium inflatum NRRL 8044",Tolinf1,29910,30348711,9998,Y,Y,N,,"Bushley KE et al.,2013","23818858"
841,"Bombardia bombarda SMH3391-2 v1.0",Bombom1,252184,38597794,12102,Y,N,N,,,
842,"Schizothecium vesticola SMH3187-1 v1.0",Schves1,314040,35941384,12641,Y,N,N,,,
843,"Lasiosphaeria miniovina SMH2392-1A v1.0",Lasmin1,1954250,49418628,14970,Y,N,N,,,
844,"Puccinia coronata avenae 12SD80",PuccoSD80_1,860303,150467806,26323,Y,Y,N,,"Nazareno ES et al.,2018","28846186"
845,"Puccinia coronata avenae 12NC29",PuccoNC29_1,860303,166280221,28270,Y,Y,N,,"Nazareno ES et al.,2018","28846186"
846,"Homolaphlyctis polyrhiza JEL142 v1.0",Hompol1,1142505,21324754,7123,Y,Y,N,,"Joneson S et al.,2011","22072962"
847,"Penicillium steckii IBT 24891",Penste1,303698,32109558,10362,Y,Y,N,,"Nielsen JC et al.,2017","28368369"
848,"Penicillium antarcticum IBT 31811",Penant1,416450,31454985,11514,Y,Y,N,,"Nielsen JC et al.,2017","28368369"
849,"Leiotrametes lactinea CIRM-BRFM 1664 v1.0",Tralac1,1391043,36341856,12284,Y,Y,N,,"Hage H et al.,2021","33538380"
850,"Trametes meyenii CIRM-BRFM 1810 v1.0",Tramey1,526243,35370798,12440,Y,Y,N,,"Hage H et al.,2021","33538380"
851,"Fomes fomentarius CIRM-BRFM 1821 v1.0",Fomfom1,40442,40950972,14757,Y,Y,N,,"Hage H et al.,2021","33538380"
852,"Abortiporus biennis ?CIRM-BRFM 1778 v1.0",Abobie1,137743,33118568,11767,Y,Y,N,,"Hage H et al.,2021","33538380"
853,"Amylostereum chailletii DWAch2 v1.0",Amycha1,55340,38204724,14750,Y,Y,N,,"Looney B et al.,2021","34861049"
854,"Hexagonia nitida CIRM-BRFM 1802 v1.0",Hexnit1,1140402,41833432,14981,Y,Y,N,,"Hage H et al.,2021","33538380"
855,"Suillus tomentosus FC115 v1.0",Suitom1,48589,53063458,17198,Y,Y,N,,"Lofgren LA et al.,2021","33355923"
856,"Erysiphe necator c",Erynec1,52586,52505057,6484,Y,Y,N,,"Jones L et al.,2014","25487071"
857,"Moniliella sp. MCA 3643 v1.0",Monili2,1954213,25920869,9189,Y,N,N,,,
858,"Phialophora attae CBS 131958",Phiatt1,1664694,30363635,11848,Y,Y,N,,"Moreno LF et al.,2015","26586868"
859,"Penicillium italicum PHI-1",Penita1,40296,30164421,9996,Y,Y,N,,"Ballester AR et al.,2015","25338147"
860,"Pochonia chlamydosporia 170",Pocchl1,1380566,44215803,14204,Y,Y,N,,"Wang G et al.,2016","27416025"
861,"Trichoderma gamsii T6085",Trigam1,398673,37970415,10944,Y,Y,N,,"Baroncelli R et al.,2016","26893428"
862,"Ilyonectria sp. MPI-CAGE-AT-0026 v1.0",Ilyeu1,1079114,62828295,20870,Y,Y,N,,"Mesny F et al.,2021","34893598"
863,"Alternaria alternata MPI-PUGE-AT-0064 v1.0",Altalt1,5599,33441249,13086,Y,Y,N,,"Mesny F et al.,2021","34893598"
864,"Pseudogymnoascus destructans 20631-21",Pseudest1,658429,35818201,9335,Y,Y,N,,"Drees KP et al.,2016","27365344"
865,"Rhizophagus irregularis B3 v1.0",RhiirB3,588596,124893935,25164,Y,Y,N,,"Chen ECH et al.,2018","29355972"
866,"Rhizophagus irregularis A5 v1.0",RhiirA5,588596,131461109,26585,Y,Y,N,,"Chen ECH et al.,2018","29355972"
867,"Rhizophagus irregularis A4 v1.0",RhiirA4,588596,138301208,25760,Y,Y,N,,"Chen ECH et al.,2018","29355972"
868,"Rhizophagus irregularis C2 v1.0",RhiirC2,588596,122966682,26756,Y,Y,N,,"Chen ECH et al.,2018","29355972"
869,"Rhizophagus irregularis A1 v1.0",RhiirA1_1,588596,125868962,26659,Y,Y,N,,"Chen ECH et al.,2018","29355972"
870,"Rhizophagus irregularis DAOM 197198 v2.0",Rhiir2_1,588596,136807476,26183,Y,Y,N,,"Chen ECH et al.,2018","29355972"
871,"Puccinia striiformis f. sp. tritici 104 E137 A-",Pucstr1,1238467,156834097,30249,Y,Y,N,,"Schwessinger B et al.,2018","29463659"
872,"Apiosordaria backusii CBS 540.89 v1.0",Apibac1,314023,40188346,12368,Y,N,N,,,
873,"Cercophora caudata CBS 606.72 v1.0",Cercau1,314043,41294634,14552,Y,N,N,,,
874,"Cercophora newfieldiana SMH2532-1 v1.0",Cernew1,92897,39838444,14520,Y,N,N,,,
875,"Lasiosphaeris hirsuta SMH4607-1 v1.0",Lashir1,260670,44448086,14131,Y,N,N,,,
876,"Suillus subaureus MN1 v1.0",Suisub1,48587,57660940,15740,Y,Y,N,,"Lofgren LA et al.,2021","33355923"
877,"Tulasnella calospora UAMH 9824 v1.0",Tulcal1,156515,70372952,17081,Y,N,N,,,
878,"Setosphaeria turcica NY001 v2.0",Settur3,93612,38422090,12547,Y,N,N,,,
879,"Setosphaeria turcica Et28A v2.0",Settu3,93612,43014577,12028,Y,Y,N,,"Ohm RA et al.,N/D~Condon BJ et al.,N/D","23236275 23357949"
880,"Trametes maxima CIRM-BRFM 1813 v1.0",Tramax1,259368,36566397,12468,Y,Y,N,,"Hage H et al.,2021","33538380"
881,"Podospora anserina S mat+",Podan3,515849,35010595,10588,Y,Y,N,,"Espagne E et al.,N/D","18460219"
882,"Polyporus squamosus CCBS 676 v1.0",Polsqu1,5640,55468683,15283,Y,Y,N,,"Hage H et al.,2021","33538380"
883,"Paraphysoderma sedebokerense JEL821 v1.0",Parsed1,1500003,27876074,10859,Y,N,N,,,
884,"Mycena epipterygia CBHHK145m v1.0",Mycepi1,230806,118648059,37563,Y,N,N,,,
885,"Neurospora hispaniola FGSC 10403 v1.0",Neuhi1,588809,40807401,10446,Y,N,N,,,
886,"Trametes polyzona CIRM-BRFM 1798 v1.0",Trapol1,239206,34431392,12346,Y,Y,N,,"Hage H et al.,2021","33538380"
887,"Trametes betulina CIRM-BRFM 1801 v1.0",Trabet1,5632,37474905,13239,Y,Y,N,,"Hage H et al.,2021","33538380"
888,"Leiotrametes menziesii CIRM-BRFM 1781 v1.0",Tramen1,2136021,35218293,12529,Y,Y,N,,"Hage H et al.,2021","33538380"
889,"Podospora didyma CBS 232.78 v1.0",Poddi1,330526,48328886,14870,Y,N,N,,,
890,"Apodospora peruviana CBS 118394 v1.0",Apope1,516989,42017045,13445,Y,N,N,,,
891,"Lasiosphaeria ovina CBS 958.72 v1.0",Lasov1,92902,51771160,14921,Y,N,N,,,
892,"Ustilago maydis 521 v2.0",Ustma2_2,237631,19664388,6785,Y,Y,N,,"Kämper J et al.,2006","17080091"
893,"Paecilomyces variotii CBS 101075 v1.0",Paevar1,264951,30105809,9270,Y,Y,N,,"Urquhart AS et al.,N/D","30619145"
894,"Oliveonia pauxilla MPI-PUGE-AT-0066 v1.0",Olipa1,1026881,47727729,14601,Y,Y,N,,"Mesny F et al.,2021","34893598"
895,"Fusarium oxysporum MPI-SDFR-AT-0094 v1.0",Fusoxy1,5507,52242347,17445,Y,Y,N,,"Mesny F et al.,2021","34893598"
896,"Penicillium swiecickii 182 6C1 v1.0",Penswi1,2136024,34125416,12802,Y,N,N,,,
897,"Paraphoma chrysanthemicola MPI-GEGE-AT-0034 v1.0",Parch1,798071,40663325,15089,Y,Y,N,,"Mesny F et al.,2021","34893598"
898,"Achaetomium strumarium CBS333.67 v1.0",Achstr1,1170767,32422668,10185,Y,N,N,,,
899,"Mycena belliae CBHHK173m v1.0",Mycbel1,1033014,56444626,18074,Y,N,N,,,
900,"Mycena sanguinolenta CBHHK176m v1.0",Mycsan1,230812,115408990,34875,Y,N,N,,,
901,"Mycena vitilis CBHHK169m v1.0",Mycvit1,1033281,83665095,27952,Y,N,N,,,
902,"Mycena alexandri CBHHK200 v1.0",Mycale1,1745969,132306732,32245,Y,N,N,,,
903,"Mycena crocata CBHHK184 v1.0",Myccro1,220801,93990387,30221,Y,N,N,,,
904,"Cytospora chrysosperma CFL2056 v1.0",Cytch1,252740,36553556,10847,Y,N,N,,,
905,"Umbelopsis isabellina AD026 v1.0",Umbisa1,91625,21826060,9193,Y,N,N,,,
906,"Exobasidium maculosum A7-4 v1.0",Exomac1,1493668,22223690,10185,Y,N,N,,,
907,"Serendipita sp. 407 v1.0",Serend1,2136033,40693196,10738,Y,N,N,,,
908,"Cryptodiaporthe sp. AZ0812 v1.0",Crypto1,1907526,41659411,12727,Y,N,N,,,
909,"Aspergillus candidus CBS 102.13 v1.0",Aspcand1,41067,27317772,9641,Y,Y,N,,"Kjærbølling I et al.,2018","29317534"
910,"Aspergillus taichungensis IBT 19404 v1.0",Asptaic1,482145,27121736,9692,Y,Y,N,,"Kjærbølling I et al.,2018","29317534"
911,"Obelidium mucronatum JEL802 v1.0",Obemuc1,110081,49458483,15468,Y,N,N,,,
912,"Rhodofomes roseus CIRM-BRFM 1785 v1.0",Fomros1,34475,38369625,12986,Y,Y,N,,"Hage H et al.,2021","33538380"
913,"Earliella scabrosa CIRM-BRFM 1817 v1.0",Earsca1,2478900,51673276,17744,Y,Y,N,,"Hage H et al.,2021","33538380"
914,"Rozella allomycis CSF55 single-cell v1.0",Rozal_SC1,281847,13461086,6694,Y,Y,N,,"Ahrendt SR et al.,2018","30297742"
915,"Caulochytrium protostelioides ATCC 52028 v1.0",Caupr1,1555241,21796879,6168,Y,Y,N,,"Ahrendt SR et al.,2018","30297742"
916,"Dimargaris cristalligena RSA 468 single-cell v1.0",DimcrSC1,215637,30776575,7456,Y,Y,N,,"Ahrendt SR et al.,2018","30297742"
917,"Piptocephalis cylindrospora RSA 2659 single-cell v3.0",Pipcy3_1,1907219,10748607,4301,Y,Y,N,,"Ahrendt SR et al.,2018","30297742"
918,"Syncephalis pseudoplumigaleata Benny S71-1 single-cell v1.0",Synps1,1712513,16269185,6123,Y,Y,N,,"Ahrendt SR et al.,2018","30297742"
919,"Blyttiomyces helicus single-cell v1.0",Blyhe1,388810,46472760,12167,Y,Y,N,,"Ahrendt SR et al.,2018","30297742"
920,"Thamnocephalis sphaerospora RSA 1356 single-cell v1.0",Thasp1,78915,18203817,6857,Y,Y,N,,"Ahrendt SR et al.,2018","30297742"
921,"Metschnikowia bicuspidata single-cell v1.0",Metbi_SCcomb,27322,10953298,4778,Y,Y,N,,"Ahrendt SR et al.,2018","30297742"
922,"Caulochytrium protostelioides ATCC 52028 single-cell v1.0",Caupr_SCcomb,1555241,10621701,3328,Y,Y,N,,"Ahrendt SR et al.,2018","30297742"
923,"Podospora anserina mat+ v1.0",Podans1,2587412,35544363,11692,Y,N,N,,,
924,"Abortiporus biennis CCBS 521 v1.0",Abobi1,137743,45165060,11987,Y,N,N,,,
925,"Amylocystis lapponica SKaAmylap13 v1.0",Amylap1_1,202700,35500685,11559,Y,Y,N,,"Hage H et al.,2021","33538380"
926,"Crassisporium funariophilum CBS 144457 v1.0",Crafun1,1954473,37117181,13637,Y,Y,N,,"Steindorff AS et al.,2021","33034064"
927,"Fomitopsis betulina CIRM-BRFM 1772 v1.1",Pipbet1_1,40450,42863829,12070,Y,Y,N,,"Hage H et al.,2021","33538380"
928,"Aspergillus chevalieri CBS 522.65 v1.0",Aspchev1,182096,26413841,10253,Y,N,N,,,
929,"Aspergillus parvulus CBS 136.61 v1.0",Aspparv1,41750,32731898,11927,Y,N,N,,,
930,"Aspergillus brevijanus CBS 111.46 v1.0",Aspbrev1,176172,36004448,12832,Y,N,N,,,
931,"Aspergillus undulatus CBS 261.88 v1.0",Aspund1_1,1810928,32112944,11802,Y,N,N,,,
932,"Aspergillus stercoraria CBS 428.93 v1.0",Aspstec1_1,1810892,29263932,10324,Y,N,N,,,
933,"Aspergillus filifera CBS 114510 v1.0",Aspfili1,447248,31484740,11686,Y,N,N,,,
934,"Aspergillus multicolor v1.0",Aspmul1_1,41759,35254497,12821,Y,N,N,,,
